Player,Elo,Games,Wins,Loss,%,Attended,Tournaments
rzr|xian,1805,84,66,18,78,12,Final Round;Hypespotting;Stunfest;South East Asia Major;EVO;CPTA Shanghai;KO Fighting Game Festival;Ultra Hyakkishu Cup;Milan Games Week;Canada Cup;CPTA Finals;Dreamhack Winter
md|luffy,1796,78,65,13,83,11,Cannes Winter Clash;Hypespotting;Stunfest;FFM-Rumble;Dreamhack Summer;EVO;VS Fighting;EGX;Red Fight District;Milan Games Week;Dreamhack Winter
r/kappa|infilitration,1792,92,74,18,80,13,Cannes Winter Clash;Nine States;Final Round;NorCal Regionals;CPTA KR;Texas Showdown;Stunfest;South East Asia Major;CEO;EVO;HK;First Attack;Tokyo Game Show
eg|momochi,1776,70,53,17,75,9,Final Round;NorCal Regionals;Stunfest;South East Asia Major;CEO;EVO;SCR;Ultra Hyakkishu Cup;Canada Cup
rzr|fuudo,1759,96,67,29,69,15,Final Round;NorCal Regionals;CPTA KR;Stunfest;South East Asia Major;CEO;EVO;CPTA Shanghai;Tokyo Game Show;KO Fighting Game Festival;Ze Fighting Game Champion;SCR;Ultra Hyakkishu Cup;Milan Games Week;Canada Cup
r/kappa|poongko,1754,70,52,18,74,11,Cannes Winter Clash;Nine States;NorCal Regionals;CPTA KR;Stunfest;FFM-Rumble;South East Asia Major;EVO;Tokyo Game Show;Ultra Hyakkishu Cup;CPTA Finals
be|nemo,1753,45,34,11,75,5,KSB 2015;EVO;Tokyo Game Show;Ultra Hyakkishu Cup;CPTA Finals
rb|bonchan,1752,103,73,30,70,15,Final Round;NorCal Regionals;CPTA KR;KSB 2015;Stunfest;FFM-Rumble;South East Asia Major;CEO;EVO;FV Cup;Tokyo Game Show;SCR;Ultra Hyakkishu Cup;Canada Cup;CPTA Finals
r/kappa|zv|kazunoko,1752,76,57,19,75,11,Final Round;NorCal Regionals;CPTA KR;KSB 2015;Stunfest;South East Asia Major;CEO;EVO;Tokyo Game Show;SCR;Canada Cup
mcz|daigo,1751,45,34,11,75,7,Final Round;NorCal Regionals;Stunfest;South East Asia Major;CEO;EVO;Tokyo Game Show
rb|snake eyez,1750,104,76,28,73,13,Final Round;NorCal Regionals;Texas Showdown;CEO;EVO;CPTA Shanghai;Summer Jam;First Attack;TFC;Tokyo Game Show;SCR;Defend the North;Canada Cup
avm|gamerbee,1741,62,45,17,72,9,Final Round;NorCal Regionals;Stunfest;Dreamhack Summer;South East Asia Major;CEO;EVO;Tokyo Game Show;Canada Cup
mcz|tokido,1728,72,49,23,68,12,Final Round;Hypespotting;CPTA KR;KSB 2015;Stunfest;FFM-Rumble;South East Asia Major;CEO;EVO;CPTA Shanghai;Tokyo Game Show;Canada Cup
liquid|nuckledu,1720,73,51,22,69,11,Final Round;NorCal Regionals;Texas Showdown;Combo Breaker;CEO;EVO;Summer Jam;First Attack;TFC;SCR;Defend the North
qanba douyu|xiaohai,1713,78,54,24,69,11,Cannes Winter Clash;Final Round;South East Asia Major;CEO;EVO;CPTA Shanghai;HK;Saigon Cup;Ze Fighting Game Champion;SCR;CPTA Finals
eg|justin wong,1710,58,40,18,68,11,Final Round;NorCal Regionals;Northwest Majors;Texas Showdown;Combo Breaker;CEO;EVO;TFC;SCR;Defend the North;Canada Cup
tsc|yomi|dieminion,1702,54,37,17,68,9,Cannes Winter Clash;Final Round;CEO;EVO;Summer Jam;TFC;SCR;Defend the North;Canada Cup
kig|problem x,1702,74,54,20,72,10,Cannes Winter Clash;Hypespotting;Dreamhack Summer;VS Fighting;Summer Jam;EGX;Call of Ragnarok;Red Fight District;Defend the North;Dreamhack Winter
eg|ricki ortiz,1700,61,40,21,65,10,Final Round;NorCal Regionals;Northwest Majors;Texas Showdown;Combo Breaker;CEO;EVO;Summer Jam;TFC;Canada Cup
rzr|itabashi zangief,1699,88,60,28,68,15,Nine States;Final Round;CPTA KR;KSB 2015;South East Asia Major;EVO;FV Cup;Taiwan;Manila Cup;Saigon Cup;Tokyo Game Show;KO Fighting Game Festival;Ze Fighting Game Champion;True Challengers Costa Rica;Canada Cup
gl|rb|valmaster,1698,37,24,13,64,7,Cannes Winter Clash;Stunfest;FFM-Rumble;EVO;EGX;Red Fight District;Milan Games Week
mcz|mago,1696,48,34,14,70,9,Final Round;Hypespotting;Stunfest;South East Asia Major;CEO;EVO;Tokyo Game Show;SCR;Canada Cup
fa|ryan hart,1693,74,51,23,68,11,Cannes Winter Clash;Hypespotting;Stunfest;Dreamhack Summer;EVO;KO Fighting Game Festival;EGX;Red Fight District;Milan Games Week;Canada Cup;Dreamhack Winter
wfx|801 strider,1686,71,50,21,70,10,NorCal Regionals;Texas Showdown;CEO;EVO;Summer Jam;First Attack;TFC;SCR;True Challengers Costa Rica;Canada Cup
r/kappa|misse,1681,59,40,19,67,10,Nine States;KSB 2015;South East Asia Major;EVO;Taiwan;HK;Tokyo Game Show;Ultra Hyakkishu Cup;Canada Cup;CPTA Finals
fgcbr|keoma,1680,13,11,2,84,2,CPT Brazil;Dreamhack Winter
ccg|humanbomb,1679,75,51,24,68,12,Abuget Cup;CPTA KR;South East Asia Major;CPTA Shanghai;FV Cup;Taiwan;HK;Manila Cup;Saigon Cup;Tokyo Game Show;Ze Fighting Game Champion;Dreamhack Winter
reversal|chuchu,1678,4,2,2,50,1,CPT Brazil
inco,1675,30,22,8,73,6,Nine States;KSB 2015;EVO;Taiwan;Tokyo Game Show;Ultra Hyakkishu Cup
eg|pr balrog,1674,64,40,24,62,10,Final Round;NorCal Regionals;Northwest Majors;CEO;EVO;Tokyo Game Show;SCR;True Challengers Costa Rica;Canada Cup;CPTA Last Chance Qualifier
rzr|gackt,1673,46,34,12,73,6,South East Asia Major;EVO;FV Cup;Saigon Cup;Ze Fighting Game Champion;CPTA Last Chance Qualifier
eg|k-brad,1673,79,54,25,68,14,Final Round;NorCal Regionals;Texas Showdown;Combo Breaker;CEO;EVO;Summer Jam;First Attack;TFC;Tokyo Game Show;Red Fight District;SCR;Milan Games Week;Canada Cup
fgc|ex pugera,1673,31,23,8,74,4,NorCal Regionals;CEO;First Attack;Ultra Hyakkishu Cup
pie|smug,1673,44,27,17,61,8,Final Round;NorCal Regionals;CEO;EVO;Summer Jam;TFC;Defend the North;Canada Cup
ybk|dashio,1672,21,15,6,71,3,Tokyo Game Show;KO Fighting Game Festival;Ultra Hyakkishu Cup
bx3|phenom,1671,59,41,18,69,9,Cannes Winter Clash;Dreamhack Summer;EVO;Summer Jam;EGX;Call of Ragnarok;Red Fight District;Milan Games Week;Dreamhack Winter
mf|tonpy,1668,80,54,26,67,13,Cannes Winter Clash;KSB 2015;EVO;CPTA Shanghai;FV Cup;Taiwan;HK;Manila Cup;Saigon Cup;Tokyo Game Show;Ze Fighting Game Champion;Ultra Hyakkishu Cup;Milan Games Week
latif,1659,11,8,3,72,2,EVO;KO Fighting Game Festival
neogaf|r/kappa|koji kog,1657,35,23,12,65,6,Northwest Majors;KSB 2015;EVO;Taiwan;Tokyo Game Show;Ultra Hyakkishu Cup
fdy|devil_reapers|dr|stormkubo,1655,30,19,11,63,6,Taiwan;Manila Cup;Tokyo Game Show;Ze Fighting Game Champion;Ultra Hyakkishu Cup;Canada Cup
ybk|shiro,1655,83,54,29,65,15,Nine States;Hypespotting;CPTA KR;KSB 2015;South East Asia Major;EVO;FV Cup;Taiwan;HK;Saigon Cup;Tokyo Game Show;Call of Ragnarok;Ze Fighting Game Champion;Ultra Hyakkishu Cup;Milan Games Week
qanba douyu|dark jiewa,1654,69,46,23,66,11,Abuget Cup;CPTA KR;FFM-Rumble;EVO;CPTA Shanghai;FV Cup;Taiwan;HK;Manila Cup;Saigon Cup;Ze Fighting Game Champion
ts|reiketsu,1654,50,34,16,68,8,KSB 2015;EVO;Taiwan;Manila Cup;SCR;Ultra Hyakkishu Cup;Milan Games Week;Dreamhack Winter
hori|sako,1653,12,8,4,66,2,Cannes Winter Clash;EVO
filipinoman,1650,32,22,10,68,4,Final Round;NorCal Regionals;EVO;SCR
ccg|chris tatarian,1650,20,11,9,55,4,Final Round;NorCal Regionals;EVO;SCR
mba|rize|ind|infexious,1649,44,30,14,68,7,Cannes Winter Clash;Hypespotting;FFM-Rumble;VS Fighting;EGX;Milan Games Week;Dreamhack Winter
kindevu,1648,33,22,11,66,6,South East Asia Major;EVO;Ultra Hyakkishu Cup;Milan Games Week;CPTA Last Chance Qualifier;CPTA Finals
esr|gonzales,1648,89,58,31,65,15,CPTA KR;KSB 2015;EVO;FV Cup;Taiwan;HK;Manila Cup;Saigon Cup;EGX;Call of Ragnarok;Red Fight District;Ultra Hyakkishu Cup;Milan Games Week;Canada Cup;Dreamhack Winter
nishikin,1647,23,13,10,56,5,Nine States;KSB 2015;Manila Cup;Tokyo Game Show;Ultra Hyakkishu Cup
botb|tampa bison,1647,28,19,9,67,6,Final Round;Texas Showdown;CEO;EVO;TFC;Canada Cup
mov,1646,36,20,16,55,7,EVO;HK;Tokyo Game Show;Ultra Hyakkishu Cup;Milan Games Week;Canada Cup;CPTA Finals
ts|arturo sanchez,1645,38,24,14,63,7,Final Round;Northwest Majors;Combo Breaker;CEO;EVO;Defend the North;Canada Cup
ybk|santarouman,1645,17,11,6,64,3,EVO;KO Fighting Game Festival;Ultra Hyakkishu Cup
rokkun,1643,8,6,2,75,1,Ultra Hyakkishu Cup
rzr|rb,1640,30,20,10,66,5,South East Asia Major;FV Cup;Taiwan;HK;Milan Games Week
f-word,1640,12,8,4,66,2,Cannes Winter Clash;VS Fighting
wso|andreas,1639,32,22,10,68,5,Hypespotting;FFM-Rumble;Dreamhack Summer;EGX;Red Fight District
raygo blayde|afii,1639,37,26,11,70,6,Hypespotting;FFM-Rumble;VS Fighting;EGX;Red Fight District;Milan Games Week
ag|ltod|tlod|native impact,1637,22,15,7,68,3,Northwest Majors;CEO;Defend the North
qanba douyu|dakou,1636,46,28,18,60,8,Final Round;CEO;EVO;CPTA Shanghai;HK;Ze Fighting Game Champion;SCR;CPTA Finals
lll|mbr,1636,37,25,12,67,6,Cannes Winter Clash;FFM-Rumble;Dreamhack Summer;EVO;Red Fight District;Dreamhack Winter
yg|yomi|joel,1636,34,22,12,64,7,Final Round;Combo Breaker;CEO;Summer Jam;TFC;SCR;Defend the North
btm|hurricane,1636,21,14,7,66,3,Hypespotting;VS Fighting;EGX
801|ybk|jayce the ace,1636,26,17,9,65,4,Northwest Majors;EVO;SCR;Canada Cup
rize|ind|pro fluke,1635,67,43,24,64,12,Cannes Winter Clash;Hypespotting;FFM-Rumble;Dreamhack Summer;EVO;VS Fighting;EGX;Call of Ragnarok;Red Fight District;Milan Games Week;Canada Cup;Dreamhack Winter
chuan,1634,52,34,18,65,9,Abuget Cup;CPTA KR;FV Cup;Taiwan;HK;Manila Cup;Saigon Cup;Ze Fighting Game Champion;CPTA Last Chance Qualifier
-6,1633,10,6,4,60,2,Tokyo Game Show;Ultra Hyakkishu Cup
ta|chris g,1633,62,40,22,64,9,Final Round;NorCal Regionals;Northwest Majors;Texas Showdown;CEO;EVO;Summer Jam;First Attack;TFC
ccg|air,1631,48,31,17,64,8,Final Round;NorCal Regionals;Northwest Majors;Texas Showdown;Combo Breaker;CEO;SCR;Canada Cup
gagapa,1631,9,6,3,66,2,Stunfest;Red Fight District
r/kappa|aiai,1630,19,13,6,68,3,EVO;Tokyo Game Show;Ultra Hyakkishu Cup
btm|tyrant,1630,40,27,13,67,5,Hypespotting;Dreamhack Summer;VS Fighting;EGX;Red Fight District
um|btm|imstilldadaddy,1628,49,33,16,67,8,Cannes Winter Clash;Final Round;Hypespotting;Dreamhack Summer;VS Fighting;EGX;Red Fight District;Milan Games Week
ybk|kawaguchi,1627,26,15,11,57,5,Nine States;KSB 2015;South East Asia Major;Tokyo Game Show;Ultra Hyakkishu Cup
mom|eh|velociraptor,1627,27,16,11,59,6,Final Round;NorCal Regionals;CEO;EVO;Summer Jam;SCR
r/kappa|alex myers,1626,30,20,10,66,5,NorCal Regionals;Northwest Majors;CEO;EVO;SCR
corn|alucard,1626,34,23,11,67,6,Combo Breaker;CEO;EVO;Summer Jam;TFC;SCR
julio,1625,38,24,14,63,8,Final Round;NorCal Regionals;Northwest Majors;CEO;EVO;Summer Jam;TFC;SCR
r/kappa|kitasenju dj,1623,10,6,4,60,2,Ultra Hyakkishu Cup;Canada Cup
ph|lpn,1622,27,18,9,66,4,Final Round;NorCal Regionals;Northwest Majors;SCR
fgc|r/kappa|pepeday,1622,23,12,11,52,5,Nine States;KSB 2015;EVO;Tokyo Game Show;CPT Brazil
packz,1620,29,17,12,58,6,FFM-Rumble;VS Fighting;EGX;Call of Ragnarok;Red Fight District;Milan Games Week
um|btm|rmz,1619,48,31,17,64,8,Hypespotting;FFM-Rumble;Dreamhack Summer;VS Fighting;EGX;Ze Fighting Game Champion;Milan Games Week;Dreamhack Winter
dl|hamad,1618,10,6,4,60,2,CEO;EVO
bcw|brentt,1618,37,22,15,59,8,Final Round;NorCal Regionals;Northwest Majors;EVO;Summer Jam;TFC;SCR;Canada Cup
botb|marq teddy,1617,14,8,6,57,2,NorCal Regionals;SCR
eita,1615,35,20,15,57,8,CPTA KR;KSB 2015;Stunfest;South East Asia Major;EVO;Tokyo Game Show;Ultra Hyakkishu Cup;Milan Games Week
magneto1080p,1614,9,7,2,77,1,Texas Showdown
sd|pnoy,1612,23,16,7,69,3,NorCal Regionals;EVO;SCR
mor|rico suave,1611,9,6,3,66,3,Final Round;Combo Breaker;EVO
ph|hoodaman,1611,18,10,8,55,3,NorCal Regionals;Northwest Majors;Tokyo Game Show
kok,1610,60,37,23,61,10,Nine States;CPTA KR;KSB 2015;CPTA Shanghai;FV Cup;Taiwan;HK;Saigon Cup;Ze Fighting Game Champion;CPTA Last Chance Qualifier
og|shine,1609,8,4,4,50,2,Summer Jam;Defend the North
dl|four wude,1609,20,14,6,70,5,Final Round;Texas Showdown;CEO;EVO;SCR
bx3|veggey,1606,17,11,6,64,3,Call of Ragnarok;Milan Games Week;Dreamhack Winter
l1|zaferino,1604,14,8,6,57,3,CEO;Summer Jam;Defend the North
ph|nando tovar,1603,19,13,6,68,3,NorCal Regionals;Northwest Majors;SCR
dafeetlee,1603,17,11,6,64,4,Final Round;CEO;Defend the North;Dreamhack Winter
bj unchained,1603,17,10,7,58,4,Final Round;NorCal Regionals;EVO;SCR
cdv|melty|will2pac,1602,23,14,9,60,5,Cannes Winter Clash;EVO;EGX;Red Fight District;Dreamhack Winter
shoryusengan,1601,9,7,2,77,1,Hypespotting
gxc|damascus,1600,23,16,7,69,3,Hypespotting;VS Fighting;Dreamhack Winter
qanba douyu|qqel,1598,12,8,4,66,2,South East Asia Major;CPTA Shanghai
wolfkrone,1598,10,7,3,70,2,Combo Breaker;EVO
fa|big bird,1598,9,7,2,77,1,Dreamhack Winter
hsien chang,1597,32,20,12,62,5,NorCal Regionals;Texas Showdown;CEO;EVO;SCR
elchakotay,1595,9,7,2,77,1,Combo Breaker
ybk|r,1594,11,7,4,63,2,KO Fighting Game Festival;Ultra Hyakkishu Cup
akimo,1594,14,7,7,50,4,Nine States;KSB 2015;Tokyo Game Show;KO Fighting Game Festival
ocv|12m.ocv|riceata,1593,8,5,3,62,2,Defend the North;Canada Cup
sml|solidjin,1593,10,7,3,70,1,VS Fighting
ccg|chi-rithy,1593,10,7,3,70,3,NorCal Regionals;EVO;Canada Cup
gachikun,1591,13,6,7,46,4,KSB 2015;South East Asia Major;EVO;Tokyo Game Show
jehosan,1590,6,4,2,66,1,Cannes Winter Clash
yossan,1590,7,5,2,71,1,Ultra Hyakkishu Cup
cuongster,1590,18,10,8,55,4,Cannes Winter Clash;EGX;Red Fight District;Dreamhack Winter
iz|kaiser,1589,7,5,2,71,1,CPTA Last Chance Qualifier
tsc|sanford kelly,1589,15,7,8,46,4,Final Round;CEO;EVO;Defend the North
wtq8|gannoon,1589,9,6,3,66,1,KO Fighting Game Festival
xiaolong,1589,11,7,4,63,2,Abuget Cup;CPTA Shanghai
kindo,1588,18,12,6,66,3,Nine States;KSB 2015;Ultra Hyakkishu Cup
keno,1585,3,1,2,33,1,Manila Cup
srkuw|botb|fawwaz,1585,16,10,6,62,3,Northwest Majors;CEO;SCR
brawl|haitani,1584,35,21,14,60,7,KSB 2015;EVO;Tokyo Game Show;CPT Brazil;Ultra Hyakkishu Cup;Milan Games Week;CPTA Last Chance Qualifier
r/kappa|hagejin,1584,9,6,3,66,2,Ultra Hyakkishu Cup;Canada Cup
r/kappa|ebi,1583,11,6,5,54,3,FFM-Rumble;Tokyo Game Show;Ultra Hyakkishu Cup
mizoteru,1583,9,6,3,66,1,Nine States
flawless deku,1582,15,10,5,66,2,Hypespotting;EGX
mc|xsk samurai,1582,24,14,10,58,4,NorCal Regionals;Northwest Majors;EVO;SCR
ind.spb|rize|ind|ixion,1582,26,17,9,65,3,Hypespotting;Dreamhack Summer;Dreamhack Winter
btm|gunslinga,1581,11,7,4,63,2,VS Fighting;EGX
vs|rde|edinbulba,1581,12,8,4,66,2,Hypespotting;EGX
gg|epic l.gg|onisan,1580,25,16,9,64,5,Final Round;Texas Showdown;Combo Breaker;CEO;EVO
ph|crackfiend,1578,19,11,8,57,4,NorCal Regionals;Northwest Majors;EVO;SCR
ybk|kichiken,1578,10,6,4,60,2,KO Fighting Game Festival;Ultra Hyakkishu Cup
commander jesse,1577,8,5,3,62,1,SCR
emp|hiro,1577,7,4,3,57,2,Final Round;Defend the North
btm|isam,1576,11,7,4,63,2,VS Fighting;EGX
kelvin jeon,1575,22,13,9,59,4,Final Round;NorCal Regionals;EVO;SCR
wtq8|nox,1575,8,5,3,62,1,KO Fighting Game Festival
apollo steed,1575,9,6,3,66,1,Hypespotting
german luger,1575,11,7,4,63,2,Northwest Majors;Combo Breaker
gl|saunic,1575,20,12,8,60,4,Abuget Cup;Hypespotting;FV Cup;HK
choiboy,1575,6,4,2,66,1,NorCal Regionals
nice1,1572,11,6,5,54,2,Combo Breaker;CEO
qanba douyu|god of sky,1572,25,14,11,56,5,CPTA Shanghai;Manila Cup;Saigon Cup;Ze Fighting Game Champion;CPTA Last Chance Qualifier
pxg|vgp|integra,1571,15,8,7,53,4,Final Round;Texas Showdown;EVO;Defend the North
rize|ind|boltstrike,1571,22,14,8,63,3,Hypespotting;VS Fighting;EGX
rize|ind|btm brian,1571,13,8,5,61,2,Hypespotting;VS Fighting
srkuw you know who it is,1569,5,5,0,100,1,Northwest Majors
db|somniac,1568,9,5,4,55,2,South East Asia Major;CPTA Last Chance Qualifier
vs|rize|ind|milligano,1568,13,9,4,69,2,Hypespotting;VS Fighting
rm emp kdz,1567,15,11,4,73,2,Combo Breaker;CEO
leslie,1567,13,9,4,69,2,FV Cup;CPTA Last Chance Qualifier
vgp|chaotix,1566,17,10,7,58,3,Northwest Majors;Texas Showdown;Canada Cup
iperu,1566,19,11,8,57,3,NorCal Regionals;CEO;SCR
shimauta,1565,9,5,4,55,2,Tokyo Game Show;Ultra Hyakkishu Cup
cast blanka,1565,5,3,2,60,1,CEO
sabohani,1565,7,4,3,57,3,EVO;Tokyo Game Show;Ultra Hyakkishu Cup
lom|wiseblade,1565,12,7,5,58,2,Hypespotting;VS Fighting
isg|eightgrade,1564,8,6,2,75,1,SCR
arika,1564,18,10,8,55,4,KO Fighting Game Festival;Milan Games Week;Canada Cup;CPTA Last Chance Qualifier
easyman,1564,5,3,2,60,1,Milan Games Week
pg|filipino champ,1563,22,12,10,54,6,Final Round;NorCal Regionals;Northwest Majors;EVO;SCR;Canada Cup
ninomae,1563,5,3,2,60,1,Ultra Hyakkishu Cup
30f|street11,1563,1,1,0,100,1,EVO
harideshi,1562,9,5,4,55,3,KSB 2015;EVO;Ultra Hyakkishu Cup
gattikun,1562,10,7,3,70,1,Nine States
brick,1562,12,7,5,58,2,Dreamhack Summer;Dreamhack Winter
mlswear,1560,7,4,3,57,2,Texas Showdown;EVO
kyoku,1560,8,4,4,50,2,Tokyo Game Show;Ultra Hyakkishu Cup
sfo|ghost,1560,9,7,2,77,1,VS Fighting
gz-ben,1560,13,9,4,69,2,CPTA Shanghai;HK
qanba douyu|hurtch_vr,1560,10,6,4,60,2,CPTA Shanghai;Ze Fighting Game Champion
iplay|sheva,1559,7,4,3,57,2,FFM-Rumble;Red Fight District
huanlin,1559,5,3,2,60,1,CPTA Shanghai
gol|ranmasama,1559,18,10,8,55,4,Final Round;CEO;First Attack;Canada Cup
fgc|ooitajin,1559,2,1,1,50,1,Tokyo Game Show
epic|boi toi,1559,5,3,2,60,1,Texas Showdown
bab khangaroo,1558,8,6,2,75,1,Combo Breaker
ugc|vicious,1558,16,8,8,50,3,NorCal Regionals;Northwest Majors;EVO
cublanco,1558,12,8,4,66,2,NorCal Regionals;Texas Showdown
wao,1558,8,4,4,50,2,Tokyo Game Show;Ultra Hyakkishu Cup
qiuqiukof,1558,4,2,2,50,1,South East Asia Major
kenzou,1558,5,3,2,60,1,Ultra Hyakkishu Cup
dogura,1557,17,9,8,52,4,Northwest Majors;KSB 2015;EVO;Ultra Hyakkishu Cup
ybk|kim1234,1557,38,20,18,52,7,Nine States;CPTA KR;KSB 2015;South East Asia Major;FV Cup;Taiwan;Manila Cup
dbkoopa,1557,11,6,5,54,3,Nine States;CPTA KR;EVO
sasaki,1557,5,3,2,60,1,Ultra Hyakkishu Cup
begetaminb,1557,2,1,1,50,1,EVO
cj tajh,1557,15,11,4,73,2,Combo Breaker;CEO
rida,1555,5,5,0,100,1,Texas Showdown
chengfei,1554,8,6,2,75,1,CPTA Shanghai
chow chin pang xft_baoice,1554,6,5,1,83,1,HK
incognitus,1554,9,5,4,55,2,Hypespotting;EGX
alioune85,1554,10,7,3,70,1,Hypespotting
许永宽 斗鱼tv/阿包,1553,6,5,1,83,1,HK
btm|real menace,1553,9,5,4,55,2,VS Fighting;EGX
bars sida,1552,8,6,2,75,1,CEO
laugh,1551,6,3,3,50,1,CPTA KR
magnegro,1551,4,2,2,50,1,CEO
koji miyake,1551,9,6,3,66,2,FV Cup;CPTA Last Chance Qualifier
tbr last dragon,1551,8,6,2,75,1,CEO
soa|ibukiman,1550,6,5,1,83,1,CPT Brazil
anton,1549,11,7,4,63,2,Nine States;KSB 2015
judge ashen,1549,8,6,2,75,1,CEO
ikimashouu,1549,8,6,2,75,1,VS Fighting
hero of time,1549,8,6,2,75,1,CEO
ninja shalz,1548,7,5,2,71,1,EGX
kyabetsu,1548,10,5,5,50,3,Nine States;Tokyo Game Show;Ultra Hyakkishu Cup
evilyoshi,1548,6,3,3,50,1,KO Fighting Game Festival
ta psycho,1548,8,6,2,75,1,CEO
glb,1548,17,9,8,52,4,NorCal Regionals;Combo Breaker;CEO;SCR
koji,1548,2,1,1,50,1,CPTA Last Chance Qualifier
blockbuster jon,1547,12,8,4,66,3,NorCal Regionals;EVO;SCR
vgp|andre west,1547,14,10,4,71,2,Combo Breaker;CEO
ip man,1546,10,7,3,70,1,Texas Showdown
og|rlbs,1546,8,4,4,50,2,CEO;Defend the North
cody,1546,4,2,2,50,1,Abuget Cup
rockpon,1546,11,7,4,63,3,EVO;Taiwan;HK
berserk,1545,7,5,2,71,1,CEO
アミユ,1545,12,8,4,66,1,Nine States
hamago,1545,7,5,2,71,1,Texas Showdown
ind.saltykid,1545,9,6,3,66,1,Dreamhack Summer
demulant,1545,3,1,2,33,1,FFM-Rumble
rize|ind|sfo|omh,1544,7,5,2,71,1,Hypespotting
lll|emersion,1544,14,7,7,50,4,Cannes Winter Clash;Hypespotting;FFM-Rumble;Red Fight District
tones (^_^),1544,8,6,2,75,1,Combo Breaker
image0/nobody,1544,8,6,2,75,1,CEO
onigiri kai,1544,7,5,2,71,1,Taiwan
uryo,1543,3,1,2,33,1,Tokyo Game Show
ramen addict,1543,12,8,4,66,2,NorCal Regionals;CEO
starnab,1543,8,3,5,37,3,Cannes Winter Clash;FFM-Rumble;Red Fight District
clim,1543,13,9,4,69,2,NorCal Regionals;Northwest Majors
gamein,1542,4,2,2,50,1,Red Fight District
holdy,1542,13,9,4,69,2,Combo Breaker;CEO
ttl|shinba,1542,5,2,3,40,2,EVO;Ultra Hyakkishu Cup
lingo,1542,1,0,1,0,1,Final Round
white gun,1542,16,10,6,62,3,NorCal Regionals;Northwest Majors;CEO
ultima,1542,7,5,2,71,1,NorCal Regionals
nayte,1542,8,4,4,50,1,Dreamhack Summer
罗晓虎,1541,6,4,2,66,1,Ze Fighting Game Champion
ph|jame,1541,12,8,4,66,2,NorCal Regionals;Northwest Majors
em cush,1541,7,5,2,71,1,Combo Breaker
codynp,1541,29,17,12,58,5,Hypespotting;CPTA KR;South East Asia Major;Taiwan;HK
evb ds ray,1541,8,5,3,62,1,First Attack
hzy,1540,5,2,3,40,2,Final Round;CPTA Last Chance Qualifier
谭飞 fei,1540,7,5,2,71,1,HK
rsd|momi,1539,1,0,1,0,1,FFM-Rumble
gg|halibel,1539,1,0,1,0,1,FFM-Rumble
vivi,1539,1,0,1,0,1,EVO
wtq8|dudebag,1539,6,4,2,66,1,KO Fighting Game Festival
boeken,1539,12,8,4,66,2,Northwest Majors;SCR
akainu,1539,3,1,2,33,1,Cannes Winter Clash
cj truth,1539,6,4,2,66,1,CEO
1up|van,1539,1,0,1,0,1,Canada Cup
mean saltine,1539,12,8,4,66,2,Northwest Majors;Combo Breaker
sa cuby,1538,7,5,2,71,1,CEO
chaos time,1538,12,8,4,66,2,VS Fighting;EGX
gambleboxer,1538,5,4,1,80,1,CPTA Last Chance Qualifier
m.b.,1538,1,0,1,0,1,EVO
a&c|italdan,1538,4,1,3,25,2,Summer Jam;Canada Cup
tkr,1538,3,1,2,33,1,Cannes Winter Clash
carzydog,1538,3,3,0,100,1,CPTA Last Chance Qualifier
po yuen chan xft_nana,1537,7,5,2,71,1,HK
daimon,1537,7,5,2,71,1,Taiwan
jared,1537,7,5,2,71,1,NorCal Regionals
qanba douyu|kurenai,1537,7,5,2,71,1,CEO
t3p|wrathmatics,1537,11,7,4,63,2,NorCal Regionals;SCR
ninja shinryu,1537,11,7,4,63,2,VS Fighting;EGX
bashfest,1537,17,9,8,52,3,Dreamhack Summer;Call of Ragnarok;Dreamhack Winter
wave foomy,1536,7,5,2,71,1,TFC
danny boy peru,1536,11,7,4,63,2,Combo Breaker;CEO
fge olivo,1536,7,5,2,71,1,CEO
thrillhouse,1536,7,5,2,71,1,NorCal Regionals
silg@st,1536,3,3,0,100,1,FV Cup
stvg asiandemon,1536,6,4,2,66,1,CEO
ral,1536,7,5,2,71,1,Combo Breaker
wataru (japan),1536,7,5,2,71,1,Taiwan
rzr|perfect legend,1535,1,0,1,0,1,EVO
prk ts|huracán azura,1535,8,5,3,62,1,First Attack
espr fga mono,1535,6,4,2,66,1,CEO
hydebuffy,1535,6,4,2,66,2,EVO;Ultra Hyakkishu Cup
robbieq_108,1535,5,4,1,80,1,Hypespotting
kreymore,1535,19,11,8,57,5,Final Round;EVO;First Attack;Defend the North;Dreamhack Winter
sa teamkhris,1535,7,5,2,71,1,CEO
mx|mad,1535,5,4,1,80,1,TFC
el cubano loco,1534,10,6,4,60,3,Northwest Majors;EVO;SCR
damurgood,1534,7,5,2,71,1,Combo Breaker
qanba douyu|abang,1534,6,4,2,66,1,CPTA Shanghai
cocaneta,1534,6,4,2,66,1,First Attack
sd|tempest,1534,10,6,4,60,2,NorCal Regionals;SCR
mob|princess slim,1533,6,4,2,66,1,TFC
orlando,1533,6,4,2,66,1,CEO
「346pro|ＹＡＳＥ」 fog_e,1533,7,5,2,71,1,Combo Breaker
bokkin,1533,10,6,4,60,2,Northwest Majors;SCR
ceo|jebailey,1533,8,5,3,62,2,Combo Breaker;EVO
ckd/ds babushas,1533,7,5,2,71,1,SCR
たーやん,1533,6,4,2,66,1,KSB 2015
